City,Population_Density_per_km2,Industrial_Activity_Level,Plastic_Waste_per_day_tonnes,Nearby_Water_Body,Wastewater_Treatment_Quality,Waste_Disposal_Regulation,Plastic_Recycling_Effort,Proximity_to_Ecosensitive_Zone,Uncollected_Plastic_Waste_tonnes_per_day,Annual_Rainfall_mm,Surface_Water_pH,Plastic_Bottle_Usage_per_1000_people,Wastewater_Discharge_MLD,Distance_to_Nearest_Water_Body_km,Microplastic_Risk_Level
City_703,20033,High,232,No,Poor,Well Regulated,High,No,112,1227,6.504667658107141,2936,136,16.497999284337528,Low
City_704,23286,Medium,405,Yes,Average,Partially Regulated,High,Yes,136,888,6.51604940879462,2710,190,10.430028776850513,Low
City_705,16980,Low,370,No,Poor,Well Regulated,Low,No,300,1468,7.294446422936451,3137,236,11.105946134241906,Low
City_706,26000,Medium,310,No,Average,Well Regulated,Moderate,Yes,277,1457,6.763507394899443,2874,380,15.57703153682476,Low
City_707,9035,Medium,554,No,Good,Unregulated,Low,Yes,46,1313,7.570798650455243,1244,221,5.664674547399008,Low
City_708,5883,Low,609,Yes,Poor,Well Regulated,Moderate,Yes,232,1266,6.0,2668,48,11.168860562804017,Low
City_709,2309,Medium,425,No,Poor,Unregulated,Moderate,Yes,230,1648,6.597393838752535,1186,422,7.7435249044094,Low
City_710,24226,High,720,Yes,Good,Unregulated,High,No,59,1168,6.403419781716995,2714,151,7.532146508983933,Low
City_711,18593,Low,163,Yes,Good,Partially Regulated,Low,No,231,846,7.030093260542853,1971,257,1.0,Low
City_712,13841,Medium,365,No,Poor,Unregulated,Low,No,294,1290,6.82710871442679,5000,327,22.75899818514273,Low
City_713,16087,High,254,No,Poor,Well Regulated,Moderate,Yes,61,1736,7.789687778702731,2554,293,8.925366756882628,Low
City_714,6681,High,50,Yes,Average,Well Regulated,High,Yes,79,891,6.0,748,415,21.557519098593584,Low
City_715,26000,Medium,389,No,Poor,Well Regulated,High,Yes,248,1069,7.247578965552769,2429,331,20.911653608653598,Low
City_716,15078,Medium,380,Yes,Good,Partially Regulated,Low,No,183,1281,7.61711031963543,3294,147,4.831944696721301,Low
City_717,14946,High,728,No,Good,Partially Regulated,Low,Yes,208,1153,8.5,4822,500,6.181178538972126,Low
City_718,19071,Medium,540,No,Good,Partially Regulated,Low,No,189,900,6.867662658135061,1827,292,25.0,Low
City_719,17433,Medium,188,Yes,Good,Unregulated,Low,No,194,1473,7.448589234230259,512,245,25.0,Low
City_720,15712,High,800,Yes,Poor,Well Regulated,High,Yes,44,1800,6.0,3688,397,13.398175677152937,Low
City_721,8923,High,666,Yes,Good,Well Regulated,Low,No,251,1221,6.0,780,300,15.370873519486347,Low
City_722,17369,Medium,530,Yes,Poor,Unregulated,Low,Yes,262,922,7.823503704453991,2030,320,9.305662243417682,Low
City_723,26000,Low,358,Yes,Average,Well Regulated,Moderate,No,139,746,7.210793520354709,2266,500,16.56572262943975,Low
City_724,23218,High,202,Yes,Poor,Well Regulated,High,Yes,156,1238,8.063979450267457,2515,228,8.716119873416963,Low
City_725,24876,Low,327,Yes,Poor,Partially Regulated,Moderate,No,26,1469,6.2251920642122665,3519,222,1.0,Low
City_726,10792,Medium,638,No,Poor,Well Regulated,Low,Yes,204,1297,7.589416427009721,1702,281,4.589149830089655,Low
City_727,7590,High,800,No,Good,Unregulated,High,Yes,209,1167,8.5,2245,412,13.757431932149503,Low
City_728,13371,High,734,Yes,Good,Partially Regulated,Moderate,Yes,154,1007,7.517219635243769,2588,59,5.889901834923562,Low
City_729,14586,High,302,No,Poor,Partially Regulated,High,No,258,870,7.414091304120047,2805,20,13.153995500868007,Low
City_730,21537,Medium,168,No,Poor,Unregulated,Moderate,Yes,130,1395,7.220965099513785,2736,185,6.275071821436238,Low
City_731,2886,High,436,No,Average,Unregulated,Moderate,No,209,1417,6.082898524738255,3184,42,8.271092403051954,Low
City_732,24450,Low,50,No,Poor,Unregulated,High,No,70,747,8.19156053071677,3724,207,19.439243479288102,Low
City_733,13156,Medium,475,No,Good,Partially Regulated,High,No,157,1601,6.774645422750547,3127,334,15.30332213335676,Low
City_734,11356,High,375,No,Average,Well Regulated,Low,Yes,144,1324,7.578306322870177,3207,143,13.547406451661567,Low
City_735,7440,Medium,307,Yes,Poor,Well Regulated,Low,No,179,1549,6.088552803263937,513,70,19.61540980109104,Low
City_736,3138,Medium,67,No,Good,Well Regulated,Low,Yes,127,802,6.364938205392877,2673,275,16.8952381368715,Low
City_737,19723,Medium,515,Yes,Poor,Unregulated,High,Yes,148,796,8.248854821221936,3242,384,23.49126452914303,Low
City_738,14704,High,293,No,Average,Unregulated,Low,No,232,1127,6.964550707508891,3572,33,10.473248771849372,Low
City_739,5580,Medium,157,No,Average,Partially Regulated,High,Yes,121,1305,8.261960272872468,1691,378,10.679635441931627,Low
City_740,5546,Medium,50,No,Good,Partially Regulated,Moderate,No,19,1657,7.158430757115789,1735,377,4.728768993009334,High
City_741,11966,Medium,400,Yes,Average,Well Regulated,Moderate,Yes,300,1360,6.0,1847,396,10.68410306743805,Low
City_742,25384,High,783,No,Poor,Well Regulated,Low,No,280,1102,7.857580922512732,3317,432,20.20133595506718,Low
City_743,12476,Medium,760,Yes,Average,Well Regulated,Moderate,No,47,888,6.789752023474281,3975,500,22.4903701474269,Low
City_744,4153,Low,309,No,Good,Well Regulated,High,No,220,1503,7.718241488332134,2068,217,20.170848550204987,Low
City_745,12569,High,278,No,Average,Unregulated,High,No,116,905,7.232965736206128,3809,280,1.3617520394504972,Low
City_746,12388,Low,506,No,Average,Unregulated,Low,No,183,1611,6.102903369742799,2770,208,21.009662397061874,Low
City_747,2000,Medium,194,No,Poor,Well Regulated,Low,No,185,1090,7.333182890355694,2442,266,1.0590665637644037,Low
City_748,13850,Low,470,Yes,Average,Unregulated,Low,No,139,1601,8.5,2327,475,19.74619855268732,Low
City_749,12668,Low,569,Yes,Good,Partially Regulated,Moderate,No,91,1353,7.570022284371171,3595,81,11.101981556468798,Low
City_750,18873,Medium,667,Yes,Poor,Unregulated,Moderate,No,99,1131,7.173355479036758,3038,147,18.410652179851333,Low
City_751,26000,Low,385,No,Poor,Unregulated,Low,Yes,79,1026,7.989640633305938,5000,454,4.514769921258527,Low
City_752,21753,Medium,363,No,Poor,Partially Regulated,Moderate,Yes,87,1075,7.366597543648398,1479,405,21.610723924057876,Low
City_753,12414,Low,219,No,Average,Well Regulated,High,Yes,154,1285,7.365780268610607,3293,216,3.6098127610886444,Low
City_754,6808,Low,230,Yes,Average,Well Regulated,High,Yes,97,1189,6.428227507725234,1907,382,9.04885236272646,Low
City_755,26000,Medium,358,No,Poor,Partially Regulated,Moderate,Yes,219,1006,7.3832996179549895,1456,312,6.797905939011301,Low
City_756,14610,Medium,484,Yes,Poor,Partially Regulated,Low,Yes,289,1123,7.960890626556081,2593,471,1.6342572784133456,Low
City_757,14307,Low,600,No,Good,Well Regulated,Low,No,109,1189,6.612373904078063,2789,276,14.258881958898993,Low
City_758,14052,Medium,235,No,Poor,Partially Regulated,High,Yes,180,588,8.24122304055434,5000,406,25.0,Low
City_759,15539,High,724,No,Good,Unregulated,Low,No,203,1293,7.148721058429085,2363,500,25.0,Low
City_760,13247,High,348,No,Average,Partially Regulated,High,Yes,201,901,6.575116072709025,1111,347,14.27682876862998,Low
City_761,10374,Low,402,Yes,Poor,Partially Regulated,Low,Yes,166,854,7.933645597490526,2968,272,21.238663563688036,Low
City_762,10553,High,247,No,Poor,Well Regulated,High,No,224,708,7.008149894700112,500,364,15.198259373429389,Low
City_763,13994,High,50,Yes,Good,Well Regulated,High,Yes,202,679,7.76206982594962,2485,215,17.020026342303726,Low
City_764,10576,Low,594,No,Poor,Partially Regulated,Low,No,51,799,7.004572789808088,2628,500,11.277036257670945,Low
City_765,9442,High,563,Yes,Good,Unregulated,High,No,235,975,7.171692164069073,3659,290,14.94548374202506,Low
City_766,14926,High,346,No,Average,Partially Regulated,Moderate,No,237,1700,7.570435697959413,3896,228,17.28357597053002,Low
City_767,12507,Low,420,Yes,Poor,Partially Regulated,High,Yes,93,1025,7.424406401006131,1940,151,9.663384904246893,Low
City_768,24279,Low,516,Yes,Poor,Well Regulated,High,Yes,163,1216,6.0,2408,416,13.084229793101189,Low
City_769,2000,Medium,74,Yes,Good,Well Regulated,Low,Yes,219,1277,6.406885795026918,1593,384,13.214409645848537,Low
City_770,21519,Medium,294,No,Average,Unregulated,Low,No,141,1204,7.88448804561005,1114,197,19.256499105579913,Low
City_771,22553,Low,575,Yes,Average,Well Regulated,High,No,253,1147,7.119588741865117,3017,344,6.333994087565183,Medium
City_772,2000,Medium,139,No,Good,Well Regulated,High,Yes,300,842,6.837424462489781,921,59,13.261443775728072,Low
City_773,11920,Medium,469,No,Good,Well Regulated,Moderate,No,91,1563,6.235877035987351,2058,291,25.0,Low
City_774,11727,High,117,No,Poor,Partially Regulated,Low,Yes,39,1660,6.436794040733106,1290,327,21.562190461197588,Low
City_775,4793,High,505,No,Poor,Partially Regulated,Low,No,186,710,6.0,3335,499,22.826275752537576,Low
City_776,9008,Medium,399,Yes,Poor,Well Regulated,Low,No,223,889,7.14182199494825,4991,160,13.78023294048443,Low
City_777,6780,Low,62,No,Good,Unregulated,High,No,139,1092,6.783594718889178,884,90,15.805333437998824,Low
City_778,25941,Medium,654,Yes,Poor,Well Regulated,Low,Yes,286,905,6.518323346836016,500,143,20.45717457991142,Low
City_779,20476,Medium,250,Yes,Good,Well Regulated,Low,No,43,1306,7.16571354277708,2442,82,24.267612535851455,Low
City_780,22724,Medium,234,No,Average,Well Regulated,Moderate,No,220,970,7.477059696392318,2628,449,1.0,Low
City_781,19043,Medium,449,Yes,Average,Partially Regulated,High,No,107,1758,8.5,2896,478,4.630902583079651,Low
City_782,6657,Low,650,No,Good,Well Regulated,Moderate,No,300,1492,6.125409667416677,2016,309,22.554945468744492,Low
City_783,10703,High,190,No,Poor,Unregulated,High,No,300,1226,8.050194107779054,2341,433,11.722659676097607,Low
City_784,17489,Medium,419,No,Average,Well Regulated,High,No,93,1448,7.9159700898855165,3093,284,9.026551296020735,Low
City_785,6034,High,497,Yes,Average,Partially Regulated,High,Yes,112,1469,6.653423317459201,3984,252,5.049355549126293,Low
City_786,18985,Medium,554,Yes,Poor,Unregulated,High,No,235,1014,7.361242034679718,500,220,9.823465731363946,Low
City_787,12605,Medium,444,Yes,Average,Well Regulated,Moderate,Yes,126,946,6.885051534446273,2119,223,4.037314470061855,Low
City_788,11705,Medium,328,No,Poor,Unregulated,Low,Yes,156,1189,7.3485982424846865,2890,53,25.0,Low
City_789,18972,Low,230,No,Good,Unregulated,High,No,162,1403,8.302207081347289,1392,302,13.460195309010507,Low
City_790,17187,Low,424,No,Average,Well Regulated,Moderate,No,10,1206,7.6511706663119305,4898,260,13.21768444134831,Low
City_791,11797,Low,178,No,Poor,Unregulated,Moderate,Yes,158,738,7.58127868327805,1766,368,17.629084460672026,Low
City_792,21973,Low,50,No,Average,Well Regulated,Moderate,No,99,949,6.904739841185294,2552,278,20.184778708267363,Low
City_793,6978,Medium,499,Yes,Good,Partially Regulated,Moderate,No,116,1148,6.145460285803325,3343,243,20.07240191624867,Low
City_794,18336,Medium,598,No,Average,Well Regulated,High,No,286,1147,7.064587853828521,1824,146,20.944632709672955,Medium
City_795,18183,Medium,50,No,Average,Well Regulated,Moderate,Yes,50,1705,8.08422368843803,500,275,9.305668062371378,Low
City_796,12142,High,191,Yes,Average,Unregulated,Low,Yes,231,790,6.114396438671576,2040,367,11.579415061430685,Low
City_797,16396,Low,538,Yes,Average,Partially Regulated,Moderate,Yes,135,1306,6.454553447368843,3970,109,18.864736430990206,Medium
City_798,5840,Medium,800,No,Average,Well Regulated,Moderate,Yes,135,1574,7.305782445730052,2161,277,10.012121205954632,Low
City_799,20398,Low,411,No,Poor,Partially Regulated,Low,No,229,1787,6.505305213785322,1487,297,13.578529338156045,Low
City_800,12976,Low,251,No,Good,Partially Regulated,Moderate,No,189,1058,6.643745796705442,3832,167,16.336360321156775,Low
City_801,10715,Medium,367,No,Good,Well Regulated,High,No,209,1302,6.909575275752411,2169,185,18.97504018558534,Low
City_802,21234,Medium,699,Yes,Good,Partially Regulated,Low,No,244,1323,6.230801909352191,1932,297,1.4744968296179994,Low
City_803,9499,Low,269,No,Poor,Partially Regulated,High,No,131,1221,6.5128947417672505,2805,110,18.494044175817443,Low
City_804,4787,Medium,236,Yes,Poor,Well Regulated,Moderate,No,106,1141,7.72165625776537,3627,313,12.017414124633454,High
City_805,3795,High,303,Yes,Poor,Partially Regulated,High,No,65,1287,6.272772338710189,5000,143,18.444278448443686,Low
City_806,18269,Medium,203,Yes,Poor,Unregulated,Low,No,87,478,6.063450343340726,3702,411,18.9186818717942,Low
City_807,5644,High,432,No,Average,Partially Regulated,Low,No,300,1354,6.76083436144004,4142,500,24.593055881053218,Low
City_808,25958,High,752,No,Good,Well Regulated,Moderate,Yes,268,1202,7.742211861256975,1937,148,22.85546487094769,Low
City_809,2000,Medium,475,Yes,Good,Well Regulated,Low,Yes,41,1107,7.072907635065793,1249,339,22.80847120254724,Low
City_810,25567,High,352,No,Good,Well Regulated,Moderate,Yes,44,1725,6.8800452638534075,2689,166,23.47150985507082,Low
City_811,15626,Medium,344,No,Good,Unregulated,Moderate,No,202,984,7.246762811783785,2749,408,15.603082826916836,Low
City_812,13566,Medium,74,No,Good,Partially Regulated,Low,No,207,1058,6.0,1179,92,13.833176024686459,Low
City_813,10566,Medium,594,No,Poor,Partially Regulated,Low,No,207,1710,7.5712610536257685,2375,331,19.57343573331324,Low
City_814,16885,Medium,390,Yes,Poor,Unregulated,Moderate,No,137,941,7.49108480541548,3136,146,18.61241836743412,Low
City_815,13961,High,368,No,Good,Well Regulated,Moderate,No,149,1018,6.919872038654191,3084,237,11.502939686582524,Low
City_816,21598,Medium,800,No,Poor,Partially Regulated,Moderate,Yes,188,1128,7.939620726439482,3274,124,16.3777386325494,Low
City_817,14978,High,470,No,Average,Unregulated,High,Yes,167,1397,6.402380646542374,2992,378,13.373743604426815,Low
City_818,15219,Low,246,No,Average,Partially Regulated,Moderate,No,10,1224,8.027516865192695,1936,151,7.782314946370103,Low
City_819,11780,Medium,315,Yes,Good,Well Regulated,Low,No,139,816,7.3261206901848634,1927,341,22.425317501698885,Low
City_820,13832,Low,650,Yes,Good,Well Regulated,Low,No,85,1023,6.972296422624249,1020,218,13.990328298347638,Low
City_821,16273,Low,430,No,Average,Well Regulated,Moderate,No,175,1002,7.200480016088953,4969,250,25.0,Low
City_822,2768,Low,100,No,Poor,Well Regulated,High,No,300,1147,7.137510178979929,2625,286,2.5137180605299925,Low
City_823,5190,Medium,602,No,Good,Unregulated,Moderate,No,192,1284,8.094077048198793,2309,161,9.811433418854692,Low
City_824,19188,Medium,264,Yes,Good,Partially Regulated,Low,No,132,1282,6.438996907258875,1378,294,13.83627445642448,Low
City_825,15357,High,800,No,Average,Unregulated,Moderate,No,240,684,6.6653653830272965,5000,475,21.380012403573115,Low
City_826,12982,Low,636,Yes,Average,Well Regulated,High,No,202,1458,7.961509923294252,1186,159,16.341178570056687,Low
City_827,14337,Medium,311,No,Poor,Well Regulated,Low,No,196,1237,6.785686225280278,2039,426,15.733464724671958,Low
City_828,16540,Low,679,Yes,Good,Unregulated,Moderate,No,213,1545,7.86368073770924,3157,471,5.915873663751405,Low
City_829,10601,High,421,No,Poor,Well Regulated,High,Yes,300,1289,8.439331671409416,3401,154,5.713219994668789,Low
City_830,9004,Low,588,Yes,Poor,Well Regulated,High,No,61,1468,6.925285866591006,3875,66,15.815624654550154,Low
City_831,15524,Low,509,No,Good,Well Regulated,Moderate,Yes,201,1295,7.705756856827005,5000,307,4.298595530799409,Low
City_832,7665,High,226,Yes,Average,Well Regulated,High,Yes,79,1535,6.3835049399412425,3277,190,9.981470173494817,Low
City_833,16946,Medium,269,No,Poor,Well Regulated,Moderate,Yes,208,1310,7.758624443045572,1209,500,17.033916438468406,Low
City_834,2818,Low,625,No,Poor,Unregulated,High,Yes,79,1141,7.358495313810625,2267,270,6.905593888837684,Low
City_835,21101,Medium,335,Yes,Good,Well Regulated,Low,Yes,123,1787,7.555648589817884,3014,156,24.575581062637255,Low
City_836,17376,Medium,320,No,Poor,Well Regulated,Moderate,Yes,134,1410,6.749631875817301,5000,108,21.971055329562493,Low
City_837,15927,Medium,203,Yes,Poor,Unregulated,Low,No,245,1324,6.017903340430737,757,415,2.882950834140031,Low
City_838,20790,High,496,Yes,Good,Well Regulated,Low,No,240,820,7.577419185511734,4199,187,7.246698393011722,Low
City_839,25360,Low,800,Yes,Good,Well Regulated,Low,Yes,51,817,6.0,2845,271,1.0,Low
City_840,21002,High,179,No,Poor,Partially Regulated,Moderate,Yes,164,1248,6.986132528807377,3716,396,8.269471042532338,Low
City_841,2000,Medium,411,No,Poor,Well Regulated,High,Yes,98,1208,7.892970296210312,2472,199,18.846687471113487,Low
City_842,5649,High,707,Yes,Average,Partially Regulated,Low,Yes,50,1001,7.353072260678082,1492,259,10.787116356681645,Low
City_843,10032,High,389,No,Good,Well Regulated,High,Yes,141,1206,8.5,3601,263,16.759956238063772,Low
City_844,14388,Low,502,Yes,Average,Well Regulated,Low,Yes,133,1601,7.953444254057563,3473,359,3.218132641152488,Low
City_845,17678,High,180,No,Average,Partially Regulated,High,Yes,300,1357,6.743632333554198,3894,346,19.06237793967232,Low
City_846,9356,High,497,No,Poor,Partially Regulated,Low,No,197,857,7.234480705254993,2589,235,9.822833914495353,Low
City_847,15463,Low,366,No,Average,Well Regulated,Low,Yes,39,1138,7.180666954599914,1813,274,13.696500735156404,Low
City_848,9158,High,616,No,Average,Unregulated,High,Yes,110,949,6.074759671410909,544,214,12.97920601172406,Low
City_849,10121,High,659,No,Average,Partially Regulated,High,Yes,249,1062,6.537193859781956,3692,63,4.930624688633689,Low
City_850,4799,Low,800,Yes,Good,Unregulated,Low,Yes,300,1055,6.810742714200145,3168,301,5.739557985282544,Low
City_851,8034,Medium,529,Yes,Good,Unregulated,Low,No,21,1038,6.0,1329,500,20.221989278247193,Low
City_852,5167,Low,475,No,Average,Partially Regulated,Moderate,No,10,826,7.249021504452467,1894,144,16.33791990440244,Low
City_853,7682,Low,447,Yes,Average,Well Regulated,Low,Yes,300,1133,7.035330831826896,1989,160,20.783665030331715,Low
City_854,21265,Low,331,No,Average,Well Regulated,High,Yes,194,1015,6.009393273565409,644,146,15.83033035345194,Low
City_855,7859,Low,478,Yes,Good,Well Regulated,Low,No,84,400,7.506056311195045,1525,365,14.589812251108459,Low
City_856,26000,Medium,343,Yes,Average,Well Regulated,High,No,206,1727,7.730623401020911,1106,327,1.8273280250199413,Low
City_857,17515,High,442,Yes,Poor,Partially Regulated,Moderate,Yes,10,1464,7.378390104394397,2061,244,11.767199685122351,Low
City_858,15450,Medium,686,No,Good,Unregulated,Moderate,Yes,160,1065,6.9812920901953115,1629,140,13.426406033813546,Low
City_859,8469,Medium,192,No,Average,Partially Regulated,Low,Yes,188,1173,7.640964712214975,500,278,25.0,Low
City_860,18900,Medium,649,No,Poor,Well Regulated,Low,Yes,240,849,7.704934011089119,5000,51,18.30428673154222,Low
City_861,10361,High,686,Yes,Good,Well Regulated,High,No,71,1630,7.436300198177305,4265,285,24.102401313089096,Low
City_862,15030,High,381,No,Good,Well Regulated,Low,No,167,1685,6.6206241514329625,1576,385,17.693689155393333,Low
City_863,26000,Medium,50,Yes,Average,Well Regulated,Moderate,No,79,1211,7.414105181890335,2968,94,8.75626242610846,Low
City_864,13570,High,277,No,Good,Well Regulated,High,Yes,182,1447,8.076205745276278,3160,55,14.413183284428213,Low
City_865,21905,Medium,682,Yes,Poor,Unregulated,High,No,81,1216,6.784897852665331,4184,482,15.226454327100877,Low
City_866,9507,Medium,401,No,Poor,Unregulated,Low,Yes,124,804,8.5,1523,182,7.200371585626326,Low
City_867,13979,Medium,194,No,Average,Partially Regulated,Low,No,73,1056,6.836055679782604,4053,421,10.988608913663933,Low
City_868,26000,High,299,No,Good,Partially Regulated,Low,No,216,1204,7.238150932078376,1882,244,12.20831907446797,Low
City_869,10017,Medium,585,No,Good,Well Regulated,Moderate,Yes,235,1044,6.730239287440241,839,243,24.57738290161475,Low
City_870,26000,Medium,522,No,Poor,Unregulated,High,No,139,1108,7.375678204663161,3565,325,1.0,Low
City_871,18950,Medium,355,Yes,Poor,Well Regulated,Low,Yes,163,1143,6.0,4315,144,21.847336999932157,Low
City_872,10449,High,328,No,Average,Well Regulated,Low,No,33,1146,6.821348594210261,5000,284,7.216489143461809,Low
City_873,18446,High,323,No,Average,Unregulated,High,No,133,1182,6.427870093716125,1019,213,4.244150540212081,Low
City_874,20722,Low,210,Yes,Good,Unregulated,Low,No,155,879,7.31231829136684,3532,85,21.670640622127117,Low
City_875,18375,High,750,No,Average,Unregulated,High,No,300,973,7.9313508551282625,2065,312,18.61116955544373,Medium
City_876,3704,Low,338,Yes,Good,Unregulated,High,Yes,62,818,7.680280926588191,3644,229,22.179887112138644,Low
City_877,9347,Medium,665,Yes,Average,Well Regulated,High,No,287,1434,6.0,661,244,19.080997175948124,Low
City_878,12557,Low,730,No,Good,Unregulated,Moderate,No,247,594,8.5,936,100,25.0,Low
City_879,13715,Medium,619,No,Poor,Well Regulated,Low,No,184,1482,7.427564495301552,1580,483,17.428648460899595,Low
City_880,18367,High,314,No,Poor,Well Regulated,Moderate,Yes,300,1546,6.655292139826019,2712,386,12.54489346968205,Low
City_881,15403,High,492,Yes,Good,Well Regulated,Low,Yes,192,1086,7.328018806233829,1758,397,15.955074449459946,Low
City_882,5276,High,401,Yes,Good,Well Regulated,Low,No,194,459,7.341753895287414,3479,224,22.104435041645218,Low
City_883,16758,Low,214,Yes,Poor,Unregulated,Low,Yes,155,1069,6.734300950838854,3966,29,8.291431768926975,Low
City_884,18300,Medium,475,Yes,Average,Partially Regulated,Moderate,Yes,266,1150,7.357409212634832,3401,500,9.16197561692328,Medium
City_885,17960,High,155,No,Poor,Unregulated,Moderate,Yes,255,893,6.7770847443905256,4750,257,11.503665024988901,Low
City_886,21447,Low,659,Yes,Good,Unregulated,Moderate,No,105,1028,6.923436234778007,3157,163,1.0,Low
City_887,19795,Low,307,Yes,Average,Well Regulated,High,Yes,44,1585,6.7203003274252335,996,323,14.556269089100374,Low
City_888,17287,Medium,449,No,Good,Well Regulated,Low,Yes,142,1349,6.182486110835875,4412,425,1.0,Low
City_889,13744,High,466,Yes,Average,Partially Regulated,Low,Yes,90,916,7.319882732395209,1806,262,13.975715778595786,Low
City_890,3097,High,351,Yes,Poor,Partially Regulated,Moderate,Yes,154,733,7.636538567641396,3812,441,19.52203534368091,Low
City_891,17089,High,531,No,Average,Partially Regulated,High,Yes,268,1079,7.585800306447824,4690,414,10.357046749599103,Medium
City_892,15603,Low,305,No,Average,Well Regulated,High,No,120,1110,7.805598623824988,3211,118,25.0,Low
City_893,16031,High,591,No,Average,Well Regulated,Low,Yes,156,1303,7.448503924976121,627,173,3.640362445129222,Medium
City_894,5668,Medium,120,No,Poor,Well Regulated,High,Yes,165,1022,6.8309436786933,1392,397,21.74792940719555,Low
City_895,6978,Low,433,Yes,Good,Well Regulated,High,Yes,234,1307,7.81982131625675,4358,20,18.22357670096062,Low
City_896,21262,Medium,800,No,Good,Partially Regulated,Moderate,No,10,1695,6.236638281258916,2383,245,1.8954585474315557,Low
City_897,13949,Low,193,Yes,Good,Unregulated,Low,No,107,1390,6.565819606242512,2712,69,25.0,Low
City_898,18775,High,262,No,Good,Unregulated,Moderate,Yes,178,1155,6.520043894540432,3611,200,13.178115005290218,Low
City_899,14403,Low,515,No,Average,Unregulated,Moderate,Yes,264,1118,7.993036346962738,3529,224,7.621496050990766,Low
City_900,14413,Medium,444,Yes,Poor,Well Regulated,High,No,117,1071,7.894127969131056,2976,216,4.005098189199254,Low
City_901,20493,Medium,481,Yes,Average,Well Regulated,Low,Yes,10,1490,7.565928669965447,2331,190,12.11100581902265,Medium
City_902,10760,Medium,510,No,Average,Well Regulated,High,No,214,997,7.987181003230026,2193,115,12.743401547003767,Low
City_903,14857,Medium,541,No,Poor,Unregulated,Moderate,Yes,104,1180,6.581231200731523,3743,500,14.314315495069692,Low
City_904,11119,High,642,No,Average,Partially Regulated,Low,Yes,56,1182,7.465980844136772,3340,500,11.579897486649806,Low
City_905,11305,High,493,No,Average,Partially Regulated,Low,No,105,1031,7.124605339219436,2266,106,17.937382135845983,Low
City_906,12144,High,355,No,Good,Unregulated,High,Yes,143,794,7.825022431751113,4039,482,10.966467786484726,Low
City_907,15700,High,549,No,Good,Well Regulated,Low,Yes,107,1256,7.131774970822843,2436,211,1.0,Low
City_908,11009,High,800,Yes,Poor,Partially Regulated,High,No,10,1151,6.937428705491198,1480,283,12.593484294396102,Low
City_909,22618,Low,378,No,Good,Well Regulated,Low,Yes,238,1304,7.604552611416659,1602,257,1.0,Low
City_910,8226,Medium,199,Yes,Good,Well Regulated,Moderate,No,271,1023,7.846125278189416,1312,175,16.02912448814988,High
City_911,12963,Medium,642,Yes,Poor,Unregulated,Moderate,Yes,216,1500,6.733222660984688,2246,400,6.926243574426428,Low
City_912,11270,Medium,380,No,Average,Well Regulated,High,No,60,929,7.17079181453651,4240,283,14.728906984761862,Low
City_913,23898,Medium,50,Yes,Good,Unregulated,Low,No,142,1634,6.452138686976471,1541,200,22.58656745636995,Low
City_914,15529,High,586,No,Good,Well Regulated,Moderate,No,159,692,6.0,2856,87,7.134864881117319,Low
City_915,21119,High,292,Yes,Average,Well Regulated,High,No,212,1286,7.359241549996245,1738,143,20.8601935663012,Low
City_916,4271,Medium,387,No,Poor,Well Regulated,Moderate,Yes,218,1297,7.653547855805999,2262,41,10.65399721827552,Low
City_917,16001,High,477,No,Poor,Unregulated,High,No,95,951,7.40363271330042,608,267,25.0,Low
City_918,20167,High,447,Yes,Average,Unregulated,Low,No,167,1283,6.0,2315,101,11.119953589843766,Low
City_919,14764,Low,557,Yes,Average,Partially Regulated,Low,Yes,199,1516,6.961994808559973,2351,229,7.874089526174773,Low
City_920,21344,High,313,Yes,Average,Partially Regulated,Low,No,287,564,6.0,3322,453,18.30621112916284,Low
City_921,10751,Low,515,Yes,Average,Well Regulated,Moderate,Yes,221,1305,8.201740610565212,2903,430,10.63760769388505,Low
City_922,23646,Low,351,No,Average,Well Regulated,High,Yes,228,489,6.432241406455086,1021,261,7.867557865785878,Low
City_923,26000,Low,563,No,Good,Unregulated,Low,Yes,167,905,8.119383341505875,4042,253,10.350468235849641,Low
City_924,11785,Medium,537,No,Poor,Partially Regulated,Low,No,283,1612,7.896348082597025,2885,500,13.308804076210603,Low
City_925,11232,Low,207,Yes,Poor,Unregulated,Moderate,No,195,1009,6.565877992538583,2870,337,22.778483609079554,Low
City_926,23941,High,637,Yes,Average,Unregulated,High,Yes,84,848,6.398569754440809,2595,221,1.0,Medium
City_927,24785,High,292,No,Good,Unregulated,Moderate,No,282,1114,7.467259893148822,1922,70,13.771006392844651,Low
City_928,10714,Low,578,No,Good,Partially Regulated,Low,No,220,1731,6.6064207878378,2895,319,17.880557261005407,Low
City_929,11401,Medium,484,Yes,Poor,Well Regulated,High,No,121,669,7.288645494276052,3236,379,14.934364543121871,Low
City_930,12327,Medium,797,No,Poor,Partially Regulated,Moderate,No,118,882,6.866897706130336,500,179,22.557820733858577,Low
City_931,5215,Medium,359,Yes,Poor,Unregulated,High,Yes,185,1576,6.0,1894,305,13.105732551108852,Low
City_932,8065,High,332,Yes,Good,Well Regulated,Low,Yes,200,1674,6.0,2270,216,12.353189571879883,Low
City_933,7493,Low,402,Yes,Poor,Unregulated,High,Yes,177,1140,7.378137745267604,2946,240,17.658125216927793,Low
